url,term_index,title_page,content
https://www.99.co/singapore/glossary/serviced-apartments/,Serviced apartments,Serviced apartments,"[HEADING-H2] What are serviced apartments?
[PARAGRAPH] Serviced apartments, also known as service apartments or SAs, are fully furnished apartments that offer a seamless blend of home comforts and hotel-like facilities. These apartments cater to a diverse range of residents, including expatriates, business travellers, families, and tourists.
[PARAGRAPH] Featuring complete furnishings and essential appliances, serviced apartments provide the convenience of kitchenettes or full kitchens. Alongside these amenities, residents can enjoy various support services such as concierge assistance, common dining areas, housekeeping, and laundry facilities.
[PARAGRAPH] Location plays a vital role in the appeal of serviced apartments. They are often strategically positioned in sought-after neighbourhoods close to business districts, shopping centres, dining options, and transportation hubs. This proximity grants residents easy access to amenities, services, and public transportation, enhancing convenience and facilitating the exploration of the city and its surroundings.
[PARAGRAPH] Serviced apartments typically require a minimum stay of seven days or longer. Residents also have the option to choose longer stays, accommodating various needs, whether it’s a short business trip, temporary relocation, or an extended stay.
[PARAGRAPH] Renting a serviced apartment offers a luxurious living experience at a more affordable price compared to staying in a hotel. Furthermore, individuals planning to stay for an extended period can benefit from tax savings.
[HEADING-H2] What is the cost of serviced apartments?
[PARAGRAPH] Generally, serviced apartments are priced higher than traditional rental apartments due to their added convenience and services, reflecting the additional convenience and services they offer.
[PARAGRAPH] The cost of serviced apartments in Singapore varies depending on location, size, facilities, and duration of stay, ranging from S$1,000 to S$10,000.
[HEADING-H2] Are serviced apartments legal in Singapore?
[PARAGRAPH] The legality of serviced apartments in Singapore is governed by the Urban Redevelopment Authority (URA) guidelines. These guidelines allow serviced apartments in certain areas, including residential zones and mixed-use sites where residential use is permitted.
[PARAGRAPH] However, strata subdivision of serviced apartments is strictly prohibited. This means serviced apartments must be developed and managed under a single ownership structure.
[HEADING-H2] Is a serviced apartment a good investment?
[PARAGRAPH] Investing in serviced apartments can offer several advantages. Firstly, the demand for serviced apartments in Singapore is driven by factors such as business travel, relocation, and tourism. The city-state attracts many expatriates, corporate travellers, and tourists seeking the convenience and comfort of serviced apartments. This consistent demand can translate into higher occupancy rates and investor rental yields.
[PARAGRAPH] Additionally, serviced apartments can offer greater flexibility compared to traditional rental properties. Depending on market conditions and personal preferences, investors can choose to rent out their units for short-term or long-term stays. This flexibility increases rental rates during peak periods, such as major events or holiday seasons.
[PARAGRAPH] Moreover, serviced apartments are typically managed by professional operators who handle property maintenance, guest services, and marketing. This can relieve investors of the day-to-day management responsibilities and ensure a hassle-free investment experience.
[PARAGRAPH] However, it’s important for investors to carefully evaluate the potential risks and challenges associated with serviced apartments. Market fluctuations, changes in regulations, and competition from other accommodation options can impact the profitability of the investment. Conducting thorough market research, understanding the target tenant profile, and working with reputable operators are essential steps to mitigate these risks."
https://www.99.co/singapore/glossary/offer-to-purchase/,Offer to Purchase,Offer to Purchase,"[PARAGRAPH] What is the Offer to Purchase?
[PARAGRAPH] How does the Offer to Purchase work?
[PARAGRAPH] The Offer to Purchase, typically prepared by the buyer’s representative, is accompanied by a check amounting to approximately 1% of the purchase price. This check is a deposit intended for use in the OTP.
[PARAGRAPH] Once the seller agrees to the terms, they sign the Offer to Purchase and may proceed to issue the OTP to the buyer.
[PARAGRAPH] In the event that the seller decides to reject the Offer to Purchase or if the validity period of the Offer expires without an OTP being issued, it becomes the seller’s responsibility to return the check to the buyer.
[PARAGRAPH] Hence, the seller mustn’t deposit the buyer’s check before signing the Offer. This precaution is necessary to avoid inadvertently transforming the Offer into a legally binding contract, similar to the OTP.
[PARAGRAPH] What is in the Offer to Purchase?
[PARAGRAPH] The Offer to Purchase includes the following essential details:
[LIST-ITEM] Property address
[LIST-ITEM] Proposed price for the property
[LIST-ITEM] Duration of the OTP, which is typically 14 days, although it is possible to request a longer duration
[LIST-ITEM] Specified date for completing the transaction, usually around 6 weeks after exercising the option, with the flexibility to request additional time if needed
[LIST-ITEM] Validity period of the Offer to Purchase, typically lasting for 3 days
[LIST-ITEM] Additional terms that should be incorporated into the Option to Purchase, such as a 5% deposit
[LIST-ITEM] Inclusion of the “subject to contract” clause in the heading
[PARAGRAPH] Do I need an Offer to Purchase if I already have an Option to Purchase (OTP)?
[PARAGRAPH] While it is possible for buyers and sellers to proceed directly to the OTP without sending an Offer to Purchase initially, property agents widely follow the practice of sending an Offer letter.
[PARAGRAPH] The Offer to Purchase lets buyers specify the terms in the subsequent OTP. For example, if you upgrade from an HDB flat to a condominium and depend on the cash proceeds from selling your flat, requesting a longer OTP period can provide you with more time to carefully evaluate and accept the best Offer for your flat.
[PARAGRAPH] Likewise, the offer letter can indicate the desired completion date, which is vital for buyers to know when the transaction will be concluded, enabling them to plan their move-in accordingly.
[PARAGRAPH] Therefore, if you have decided to make an offer for a resale property, it is recommended to engage the services of an agent to professionally draft a formal Offer to Purchase."
https://www.99.co/singapore/glossary/proration-definition-understanding-and-importance/,Proration,Proration,"[HEADING-H2] What is proration?
[PARAGRAPH] Proration is the division of certain costs between the buyer and seller at the closing of a real estate transaction. In Singapore’s real estate market, proration can be used to divide costs such as property taxes or utility bills.
[HEADING-H2] Understanding proration:
[PARAGRAPH] Proration involves dividing ongoing expenses or income between the buyer and seller based on the closing date of the transaction. For instance, if a property is sold in the middle of a month, the seller might be responsible for half of that month’s property taxes, with the buyer responsible for the other half.
[PARAGRAPH] Proration can apply to various types of expenses or income, including property taxes, homeowners association fees, rent, or utility bills.
[HEADING-H2] Importance of proration in real estate
[PARAGRAPH] In the context of real estate transactions, proration ensures that the buyer and seller each pay their fair share of ongoing expenses or income. It’s a common practice in real estate transactions and is usually negotiated as part of the closing process.
[PARAGRAPH] In Singapore, proration can be particularly important in transactions involving rental properties, where the rent and other ongoing expenses need to be divided between the buyer and seller.
[HEADING-H3] Conclusion
[PARAGRAPH] Proration is a crucial part of real estate transactions, ensuring that ongoing expenses or income are fairly divided between the buyer and seller. Understanding this process can help buyers and sellers navigate their transactions more effectively. However, proration can be a complex process, and it’s often advisable to seek the assistance of a real estate professional or attorney."
https://www.99.co/singapore/glossary/fiance-fiancee-scheme-for-hdb/,HDB Fiancé Fiancée Scheme,HDB Fiancé Fiancée Scheme,"[PARAGRAPH] What is the HDB Fiance/Fiancee Scheme?
[PARAGRAPH] The Fiancé/Fiancée Scheme allows couples to purchase an HDB flat together as a family unit before officially marrying.
[PARAGRAPH] What are the eligibility requirements for the HDB Fiance/Fiancee Scheme?
[PARAGRAPH] The eligibility requirements for HDB BTO and HDB Resale through this scheme are as follows:
[PARAGRAPH] Applicants below 18 years old can still apply for HDB Resale if they provide a Special Marriage Licence verification.
[PARAGRAPH] In the case of HDB Resale, SPR couples are eligible to purchase a resale flat, provided they have held SPR status for a minimum of 3 years.
[PARAGRAPH] For HDB resale flats, couples must fulfill both the EIP and SPR quota for the block or neighbourhood they are applying to.
[PARAGRAPH] For 3-room flats, it is either S$7,000 or S$14,000 (depending on the project). For 4- and 5-room flats, the income ceiling is S$14,000. Extended & multi-generation (3Gen) flats have an income ceiling of S$21,000.
[PARAGRAPH] On the other hand, there is no income ceiling when applying for a resale flat.
[PARAGRAPH] In the case of HDB Resale, applicants who own other HDB have to sell them within six months of the key collection of the resale flat purchase.
[PARAGRAPH] As of September 2022, if they own private property, they must sell the private property and wait for 15 months prior to the HDB resale purchase application. There are exceptions if they are 55 years old and above – and are buying a 4-room or smaller HDB resale flat – then the 15-month wait-out period would not apply.
[PARAGRAPH] The information provided was accurate at the time of publication. For the latest changes and updates, you can check the official websites."
https://www.99.co/singapore/glossary/mediation/,Mediation,Mediation,"[HEADING-H2] The art of the deal: How mediation helps opposing parties find common ground
[PARAGRAPH] In any negotiation or dispute, parties often become entrenched in their positions and fail to see potential areas for compromise. Emotions run high, communication breaks down, and progress stalls. However, with the help of an impartial mediator, even the most contentious disagreements can move toward resolution. Mediation provides a structured process for opponents to find common ground.
[HEADING-H3] The mediator’s role
[PARAGRAPH] Unlike a judge or arbitrator who decides the outcome, a mediator facilitates communication and guides the parties themselves to a mutually agreeable settlement. The mediator creates a safe space for open dialogue, ensuring all voices are heard. They identify key issues, interests, and needs on each side. By translating anger into understanding, a skilled mediator transforms conflict into cooperation.
[PARAGRAPH] The mediator asks probing questions to uncover why the dispute arose and what is truly at stake. Oftentimes, beneath the surface arguments lie deeper motivations – the real roots of discord. For example, noise complaints between neighbours may stem from a need for security, not just annoyance. The mediator helps reframe positions into interests to find win-win solutions.
[HEADING-H3] Moving from positions to interests
[PARAGRAPH] Rather than locking into rigid stances, mediation encourages flexibility. Parties shift focus from hardened positions to the underlying interests, needs, and concerns that drive them. New options emerge as shared goals are uncovered. A business dispute over contract terms may reveal mutual interests in profitability and continued partnership. Suddenly, collaborative problem-solving becomes possible.
[PARAGRAPH] Parties also begin to understand the legitimacy of the other side’s perspective. Empathy develops, tensions ease, and creative problem-solving expands. Vision broadens from narrow self-interest to the bigger picture and collective good.
[HEADING-H3] The win-win mindset
[PARAGRAPH] Ultimately, mediation is about finding win-win solutions that work for all involved. When parties reach a mutual understanding and satisfy core interests, durable agreements result. Mediation transforms the mindset from adversarial to cooperative, from zero-sum to positive sum. With an expert mediator’s guidance, skilful negotiation turns conflict into an opportunity for gain rather than loss. Even bitter foes can find common ground with the art of the deal that mediation facilitates.
[PARAGRAPH] Mediation provides a path beyond impasse for opposing parties. Through facilitated dialogue, shared interests are uncovered, innovative solutions emerge, and mutually beneficial settlements are reached. With patience and an open mind, the art of negotiation can lead to breakthroughs where all sides feel heard, respected, and satisfied."
https://www.99.co/singapore/glossary/home-protection-scheme-hps/,Home Protection Scheme (HPS),Home Protection Scheme (HPS),"[HEADING-H2] What is the Home Protection Scheme (HPS)?
[PARAGRAPH] The Home Protection Scheme (HPS) is an insurance that reduces mortgages. The scheme aims to safeguard HDB owners from unforeseen circumstances that could hinder them from repaying their housing loans.
[PARAGRAPH] Administered by the Central Provident Fund Board (CPFB), HPS provides claim eligibility to your family if you pass away, get diagnosed with a terminal illness, or become permanently disabled. The claim amount from HPS is the remaining balance of your HDB home loan.
[PARAGRAPH] In other words, if you pass away with S$50,000 still owed in your housing loan, HPS will cover the entire amount, relieving your family of the repayment burden.
[PARAGRAPH] HPS is comparable to mortgage insurance policies offered by some insurance companies. If you purchase an HDB flat with HPS coverage, there is no need to buy a separate insurance policy. It’s also worth noting that HPS is significantly less expensive than other private mortgage insurance.
[HEADING-H2] How long does coverage under the Home Protection Scheme (HPS) last?
[PARAGRAPH] HPS members are covered until they reach age 65 or until their mortgages are paid off, whichever comes first.
[HEADING-H2] How to be eligible for the Home Protection Scheme (HPS) coverage?
[PARAGRAPH] To be eligible for HPS coverage, you need to be in good health.
[PARAGRAPH] You are not eligible for HPS if you have major pre-existing medical conditions such as kidney failure, cancer, liver failure or transplant, or diabetes with complications like retinopathy or nephropathy. However, you can still use your CPF funds to repay your mortgage.
[PARAGRAPH] Rather than having a comprehensive list of pre-existing conditions, the CPF Board reviews each case based on the severity, prognosis, and management of the medical condition and the applicant’s health risk profile.
[HEADING-H2] What kinds of conditions are not covered by HPS claims?
[PARAGRAPH] HPS, like other insurance policies, has certain exclusions that prevent claims from being made during the first year of coverage if death or permanent incapacitation is caused by self-harm, suicide, a criminal offence carrying a death sentence, or an intentional criminal act.
[PARAGRAPH] Claims also cannot be made under HPS if any of the information provided during the application was incorrect or deceptive or if the claim stemmed from participation in a conflict or riot.
[HEADING-H2] Is the Home Protection Scheme (HPS) mandatory?
[PARAGRAPH] The Central Provident Fund (CPF) Board mandates the Home Protection Scheme (HPS) for Singaporeans who use CPF to partially or fully pay for their monthly home loan payments unless they have an exemption or pre-existing condition that disqualifies them.
[PARAGRAPH] However, if you are not utilising CPF funds to pay for your home loan, you can still opt for coverage under HPS. HPS exclusively applies to HDB or DBSS flats, but not to private residences such as condominiums, executive condominiums (ECs), HUDC flats, and landed properties. Furthermore, HPS only applies if you have a housing loan.
[HEADING-H2] What are Home Protection Scheme (HPS) exemptions?
[PARAGRAPH] You can only be exempt from the Home Protection Scheme (HPS) if your personal insurance plans fully cover the remaining loan amount for your HDB flat in case of death, terminal illness, or permanent disability. This coverage should last until your loan ends or until you turn 65, whichever happens first.
[PARAGRAPH] You can use the following types of insurance policies, either traditional or investment-linked, to back your application for exemption:
[LIST-ITEM] Whole Life
[LIST-ITEM] Term Life
[LIST-ITEM] Endowments
[LIST-ITEM] Life Riders (must be attached to a basic policy)
[LIST-ITEM] Mortgage Reducing Term Assurance (MRTA)/Decreasing Term Rider
[HEADING-H2] How much is the Home Protection Scheme (HPS) Premium?
[PARAGRAPH] HPS premiums are determined based on five factors;
[LIST-ITEM] The outstanding housing loan
[LIST-ITEM] Loan repayment period
[LIST-ITEM] Type of loan (concessionary or market rate)
[LIST-ITEM] Age and gender of the member
[LIST-ITEM] And the percentage share of cover for the flat.
[PARAGRAPH] You must only pay premiums for 90% of your HPS coverage period. It means that if you need coverage for 25 years, you will only have to pay premiums for the first 22.5 years. The remaining 2.5 years of coverage will not require any premium payments.
[HEADING-H2] How to pay for the Home Protection Scheme (HPS)?
[PARAGRAPH] You can pay your HPS premiums using your CPF Ordinary Account (OA) funds. The amount is automatically deducted on an annual basis.
[PARAGRAPH] If your OA does not have enough funds, you must make a cash payment to avoid any impact on your HPS coverage. Alternatively, your co-owner can authorise CPF to deduct premiums from their CPF account to pay for your HPS coverage.
[HEADING-H2] Additional Reading"
https://www.99.co/singapore/glossary/what-is-vesting-in-real-estate/,Vesting,Vesting,"[PARAGRAPH] Who really owns your home? The need-to-know basics of vesting in real estate
How property ownership is vested – meaning who actually owns the title to real estate – is an important consideration for homebuyers. Understanding the basics of vesting can help ensure your property rights are properly protected.
[HEADING-H2] What is vesting?
[PARAGRAPH] Vesting refers to how ownership of real estate is held. When you purchase a home, the deed and title to the property must be vested, or granted, to the owner or owners. There are several common ways homes can be vested:
[LIST-ITEM] Sole ownership: The home is titled and deeded only to one individual. This is the simplest form of vesting.
[LIST-ITEM] Joint tenancy: Joint tenancy establishes equal ownership interest between two or more people. If one owner dies, their share automatically goes to the surviving owner(s). This avoids probate.
[LIST-ITEM] Tenancy in common: Like joint tenancy, tenancy in common involves shared ownership between two or more people. However, each owner holds a separate share that can be willed to another person upon death.
[LIST-ITEM] Community property: In some states, property acquired during a marriage is considered jointly owned by both spouses. Each spouse has an undivided equal interest.
[LIST-ITEM] Trusts: Property can be titled and ownership vested into a living trust. This allows a designated person to manage the property on behalf of the beneficiaries.
[HEADING-H3] Choosing the right vesting
[PARAGRAPH] When purchasing a home, it’s important to consider how you want the property vested. This decision should be made carefully with your plans for the home in mind.
[PARAGRAPH] If you purchase with a spouse or partner, joint tenancy with the right of survivorship ensures your partner will inherit your share. For unrelated co-buyers, tenancy in common allows more flexibility.
[PARAGRAPH] Trusts can be useful for estate planning purposes. Consult with a real estate attorney to decide the optimal vesting method for your situation.
[PARAGRAPH] Vesting protects your rights and outlines exactly who owns the property. Be sure to understand this legal component before buying or selling real estate. With the right vesting approach, you can avoid complications down the road."
https://www.99.co/singapore/glossary/abatement-definition-understanding-importance/,Abatement,Abatement,"[HEADING-H2] What is abatement?
[PARAGRAPH] Abatement is a reduction or an exemption of tax, debt, or rent. In the context of Singapore’s real estate market, property tax abatements can be used as incentives for property development or renovation.
[HEADING-H2] Understanding abatement
[PARAGRAPH] An abatement often aims to encourage certain activities by reducing the financial burden of those activities. It can be a powerful tool for local governments to encourage development or renovation in certain areas. Abatements can be temporary or permanent, and they can apply to various types of taxes, including property taxes, sales taxes, or income taxes.
[HEADING-H2] Importance of abatement in real estate
[PARAGRAPH] In the real estate sector, property tax abatements can be used as incentives for property development or renovation. For instance, a local government might offer a tax abatement to encourage the development of affordable housing in a certain area.
[PARAGRAPH] In Singapore, the government has used tax abatements and other incentives to encourage the development of certain types of real estate, such as green buildings.
[HEADING-H3] Conclusion
[PARAGRAPH] Abatements can play a significant role in real estate, providing incentives for property development or renovation. Understanding how abatements work can help investors and developers make informed decisions about property investments. However, the process of applying for and receiving a tax abatement can be complex, and it’s often advisable to seek professional advice."
https://www.99.co/singapore/glossary/psi-definition-understanding-and-importance/,PSI (Pollutant Standards Index),PSI (Pollutant Standards Index),"[HEADING-H2] What is PSI?
[PARAGRAPH] PSI, or Pollutant Standards Index, is a measure of air quality. In Singapore, PSI levels can have an impact on real estate, affecting both residential and commercial properties.
[HEADING-H2] Understanding PSI
[PARAGRAPH] The PSI is a number used by governments to inform the public about the level of air pollution. It can range from 0 to 500, with higher numbers indicating worse air quality. The PSI takes into account several pollutants, including particulate matter, sulphur dioxide, carbon monoxide, nitrogen dioxide, and ozone.
[HEADING-H2] Importance of PSI in real estate
[PARAGRAPH] In the context of Singapore’s real estate market, high PSI levels can affect property values and rental rates. For instance, properties in areas with consistently high PSI levels might be less desirable, leading to lower property values or rental rates.
[PARAGRAPH] On the other hand, properties with features that can mitigate the effects of poor air quality, such as advanced HVAC systems or indoor air purifiers, might be more desirable in areas with high PSI levels.
[HEADING-H3] Conclusion
[PARAGRAPH] PSI levels can have an impact on real estate in Singapore, affecting property values and rental rates. Understanding this can help property owners, investors, and tenants make informed decisions. However, dealing with high PSI levels can be challenging, and it’s often advisable to seek professional advice on how to mitigate the effects of poor air quality."
https://www.99.co/singapore/glossary/what-is-a-bond/,Bonds,Bonds,"[HEADING-H2] The power of bonds: How they secure real estate deals and protect your investment
[PARAGRAPH] Real estate deals can be risky business. The process of buying, selling, or developing property often requires large investments upfront, with the hope of profits down the road. However, unforeseen circumstances can derail a real estate project, leaving investors exposed. This is where the power of bonds comes in.
[HEADING-H3] What is a bond?
[PARAGRAPH] A bond is a financial instrument that provides a form of insurance on a real estate project. The three main types of bonds used in real estate are:
[LIST-ITEM] Bid bonds – A guarantee a contractor will follow through on their bid for a project.
[LIST-ITEM] Performance bonds – A guarantee a contractor will complete the project as specified in the contract.
[LIST-ITEM] Payment Bonds – Guarantee subcontractors and suppliers will be paid for their work.
[LIST-ITEM] The party purchasing the bond pays a premium to the surety company issuing the bond. If the bonded party fails to uphold their end of the deal, the surety company pays the damages up to the bond amount to make the injured party whole.
[HEADING-H3] Securing the deal
[PARAGRAPH] For real estate investors, requiring bonding from contractors is a prudent way to secure deals and mitigate risks. Bid bonds weed out contractors who cannot complete a project. Performance and payment bonds provide assurance contractors will perform the work properly and pay their subcontractors. This transfers risk away from the investor.
[PARAGRAPH] Without these bonds, investors take on substantial risks in hiring contractors. Shoddy workmanship, cost overruns, and abandoned projects can quickly turn profits into losses. Requiring bonding aligns incentives and ensures contractors have skin in the game.
[HEADING-H3] Protecting your investment
[PARAGRAPH] Bonding also plays a vital role in protecting investments if problems do arise. For example, if a contractor fails to complete a project, the surety company behind the performance bond will step in to find a new contractor or provide financial compensation. This protects the investor’s capital outlay.
[PARAGRAPH] Likewise, payment bonds give subcontractors and suppliers recourse if the general contractor fails to pay. The surety company satisfies these obligations, preventing liens on the property that could inhibit sale or occupancy. This preserves the asset’s value.
[PARAGRAPH] Bonds provide a crucial backstop for real estate investors, limiting financial risk and preventing deals from going sideways. Given the large sums often involved, paying bond premiums is inexpensive and worthwhile insurance.
[PARAGRAPH] While bonding does not eliminate all real estate risks, its ability to transfer and mitigate key perils makes it an indispensable tool for securing transactions and protecting investments. The power of bonds brings peace of mind to even the most complex deal."
https://www.99.co/singapore/glossary/covenant-definition-understanding-and-importance/,Covenant,Covenant,"[HEADING-H2] What is covenant?
[PARAGRAPH] A covenant is a promise in a written contract or deed of real property. In Singapore’s real estate market, covenants are often used to enforce certain restrictions or obligations.
[HEADING-H2] Understanding covenant
[PARAGRAPH] A covenant in real estate is a promise that a buyer, seller, tenant, or landlord makes regarding the use or maintenance of a property. Covenants can be “positive,” requiring the party to perform certain actions, or “restrictive,” prohibiting the party from certain actions. Covenants are legally binding and can be enforced through legal action if one party fails to fulfil their obligations.
[HEADING-H2] Importance of covenant in real estate and property
[PARAGRAPH] In the context of real estate, covenants can be used to enforce certain restrictions or obligations. For instance, a covenant might restrict a homeowner from making certain changes to their property in order to maintain the aesthetic of a neighbourhood.
[PARAGRAPH] Covenants can also be used to enforce maintenance obligations, such as a requirement for a homeowner to maintain their property in a certain condition. In Singapore, covenants are often used in lease agreements, where the tenant agrees to certain terms such as paying rent on time or maintaining the property. They can also be used in property sales contracts, where the buyer and seller agree to certain terms regarding the sale and use of the property.
[HEADING-H3] Conclusion
[PARAGRAPH] Covenants play a crucial role in real estate, helping to enforce certain restrictions or obligations. Understanding how covenants work can help property owners, buyers, and tenants navigate their contractual obligations more effectively.
[PARAGRAPH] Nevertheless, because covenants are legal obligations, it’s often advisable to seek legal advice when entering into a covenant."
https://www.99.co/singapore/glossary/equalisation/,Equalisation,Equalisation,"[HEADING-H2] What is equalisation?
[PARAGRAPH] Equalisation rates play a pivotal role in real estate by ensuring fairness and consistency in property valuation.
[PARAGRAPH] These rates, also known as assessment ratios or assessment levels, are integral to the property tax system and are used to align property values with market realities.
[PARAGRAPH] Simply put, equalisation rates are calculated to balance assessed property values with their fair market values.
[HEADING-H2] How do equalisation rates work?
[PARAGRAPH] They are expressed as a ratio or percentage and reflect the relationship between the assessed value of a property and its actual market value. In a perfect scenario, the equalisation rate would be 100%, indicating that the assessed and market values are identical.
[PARAGRAPH] However, due to the dynamic nature of real estate markets, assessed values may lag behind or exceed market values. This is where equalisation rates come into play. If an area’s real estate market is experiencing rapid appreciation, property assessments might not keep up with the escalating values. Conversely, assessments could remain higher than the current market conditions warrant in a declining market.
[PARAGRAPH] Assessors and tax authorities adjust property values using equalisation rates to rectify these discrepancies. For instance, if the equalisation rate is below 100%, it implies that the assessed values need to be increased to align with the market. Conversely, an equalisation rate above 100% signals that assessed values should be reduced to match the market. This process helps ensure that property owners are taxed fairly based on their property’s true value.
[HEADING-H2] How to calculate equalisation rates?
[PARAGRAPH] If we have an equalisation rate of 0.80, it means that the value assigned to a property for tax purposes is 80% of its total worth. Let’s imagine there’s a property that’s evaluated to be worth S$100,000, and the equalisation rate is 0.80.
[PARAGRAPH] To figure out the whole value, the formula employed is: Full Value = Assessed Value divided by Equalisation Rate.
[PARAGRAPH] This calculation yields a Full Value of S$125,000.
[HEADING-H2] What factors influence equalisation rates?
[PARAGRAPH] Several factors influence the determination of equalisation rates, including:
[LIST-ITEM] Real estate market trends: The primary driver is the state of the local real estate market. If property values are rapidly increasing or declining, it affects the relationship between assessed values and market values.
[LIST-ITEM] Data collection and analysis: Accurate assessment requires reliable data on property sales, local economic conditions, and market trends. Effective data collection and analysis methodologies contribute to more precise equalisation rates.
[LIST-ITEM] Property types: Different property types, such as residential, commercial, and industrial, might experience varying market trends, affecting the overall equalisation rate."
https://www.99.co/singapore/glossary/,Property Glossary,,
https://www.99.co/singapore/glossary/enhanced-cpf-housing-grant-ehg/,Enhanced CPF Housing Grant (EHG),Enhanced CPF Housing Grant (EHG),"[HEADING-H2] What is the Enhanced CPF Housing Grant (EHG)?
[PARAGRAPH] The Enhanced CPF Housing Grant (EHG) is a housing grant provided through CPF, specifically designed for first-time flat buyers who are either applying for a new Build-To-Order (BTO) flat or purchasing a resale flat in the open market.
[PARAGRAPH] Its main purpose is to improve housing affordability and make housing more accessible to Singaporeans.
[HEADING-H2] Am I eligible for the Enhanced Housing Grant?
[PARAGRAPH] To qualify for the EHG, you must
[PARAGRAPH] meet the following requirements:
[LIST-ITEM] You must be a first-time applicant for a flat.
[LIST-ITEM] Your average gross monthly household income for the previous 12 months must be below S$9,000.
[LIST-ITEM] You must have been continuously employed for the past 12 months before applying for the flat.
[LIST-ITEM] The flat must have a lease duration that covers the youngest buyer until they reach the age of 95. If the remaining lease is insufficient, the provided EHG will be prorated accordingly. Exceptions are made for buyers of 2-room Flexi flats on short leases.
[LIST-ITEM] You cannot own any private properties or land, whether locally or overseas. Additionally, you should not have disposed of any of these properties within the last 30 months.
[PARAGRAPH] Note that first-time single citizens purchasing a flat under the Single Singapore Citizen Scheme or Joint Singles Scheme are limited to only buying 2-room Flexi flats. Nonetheless, they can still take advantage of the EHG.
[HEADING-H2] How much Enhanced CPF Housing Grant (EHG) can I get?
[PARAGRAPH] According to the new property cooling measures 2024, eligible first-time families seeking new flats can now receive an EHG of up to S$120,000, while eligible first-time singles can benefit from an EHG (Singles) of up to S$60,000.
[PARAGRAPH] For eligible first-timer singles who buy a resale flat, they can receive up to $115,000 in housing grants comprising the revised EHG of up to $60,000, a CPF Housing Grant of up to $40,000, and a PHG of up to $15,000.
[PARAGRAPH] The information provided was accurate at the time of publication. For the latest updates and changes, you can check the official website."
https://www.99.co/singapore/glossary/unit-number-application/,Unit number application,Unit number application,"[HEADING-H2] What is a unit or house number?
[PARAGRAPH] An assigned number, along with the street name, creates a distinct address for identification purposes.
[PARAGRAPH] A typical house address in Singapore consists of the [House Number], [Street Name], [# Unit Number, if applicable], and Singapore [Postal Code].
[HEADING-H2] What is a unit number application in Singapore?
[PARAGRAPH] Under the Property Tax Act, the Inland Revenue Authority of Singapore (IRAS) can assign and modify the house and unit numbers for properties.
[PARAGRAPH] Property developers, owners, or their designated representatives must seek authorisation from IRAS to allocate and display unique property addresses. Each house and unit number should be prominently displayed at a visible location.
[PARAGRAPH] According to the Property Tax Act, the use of unauthorised numbers is considered as violation.
[HEADING-H2] How to apply for a unit number in Singapore?
[PARAGRAPH] Owners, property developers, or their authorised representatives can use the Property Name and Address Digital Service to request a house and/or unit number.
[PARAGRAPH] It is required to gather all information and documents before proceeding with the application is important. Once the application is submitted with all the necessary details, IRAS typically takes around 4 weeks to process it.
[PARAGRAPH] Upon successful processing, IRAS will issue the applicant a Certificate of Numbering (CON). The CON will specify the list of allocated numbers for the property.
[HEADING-H2] What are the main things that must be considered when applying for a unit number?
[PARAGRAPH] When applying for a unit number, it is essential to ensure that the house and unit numbers facilitate easy identification and location by emergency personnel, delivery services, and the general public.
[PARAGRAPH] A desirable house or unit number should:
[LIST-ITEM] Be relevant and correspond to the street where the main entrance/frontage is located.
[LIST-ITEM] Follow a sequential numbering system that aligns with the overall numbering plan for the building and street.
[LIST-ITEM] Prevent any potential confusion with other buildings or units in different areas of Singapore."
